tato velká kuchyně (2.p.);dieser großen Küche;
tato velká kuchyně (3.p.);dieser großen Küche;
tato velká kuchyně (4.p.);diese große Küche;
některá stará kuchyně (1.p.);manche alte Küche;
některá stará kuchyně (2.p.);mancher alten Küche;
některá stará kuchyně (3.p.);mancher alten Küche;
některá stará kuchyně (4.p.);manche alte Küche;
každá dobrá kuchyně (1.p.);jede gute Küche;
každá dobrá kuchyně (2.p.);jeder guten Küche;
každá dobrá kuchyně (3.p.);jeder guten Küche;
každá dobrá kuchyně (4.p.);jede gute Küche;
tyto malé kuchyně (1.p.);diese kleinen Küchen;
tyto malé kuchyně (2.p.);dieser kleinen Küchen;
tyto malé kuchyně (3.p.);diesen kleinen Küchen;
tyto malé kuchyně (4.p.);diese kleinen Küchen;
některé červené kuchyně (1.p.);manche roten Küchen;
některé červené kuchyně (2.p.);mancher roten Küchen;
některé červené kuchyně (3.p.);manchen roten Küchen;
některé červené kuchyně (4.p.);manche roten Küchen;
všechny staré kuchyně (1.p.);alle alten Küchen;
všechny staré kuchyně (2.p.);aller alten Küchen;
všechny staré kuchyně (3.p.);allen alten Küchen;
všechny staré kuchyně (4.p.);alle alten Küchen;
tato malá lahev (1.p.);diese kleine Flasche;
tvoje malá láhev  (2.p.);deiner kleinen Flasche;
její malá láhev  (3.p.);ihrer kleinen Flasche;
jeho malá láhev  (4.p.);seine kleine Flasche;
naše stará láhev (1.p.);unsere alte Flasche;
vaše (tykání) stará láhev (2.p.);eurer alten Flasche;
vaše (vykání) stará láhev (3.p.);Ihrer alten Flasche;
žádná stará láhev (4.p.);keine alte Flasche;
jejich velká láhev (1.p.);ihre große Flasche;
nějaká velká láhev (2.p.);einer großen Flasche;
žádná velká láhev (3.p.);keiner großen Flasche;
moje velká láhev (4.p.);meine große Flasche;
tvoje černé láhve (1.p.);deine schwarzen Flaschen;
její černé láhve (2.p.);ihrer schwarzen Flaschen;
jeho černé láhve (3.p.);seinen schwarzen Flaschen;
naše černé láhve (4.p.);unsere schwarzen Flaschen;
vaše (tykání) malé láhve (1.p.);eure kleinen Flaschen;
vaše (vykání) malé láhve (2.p.);Ihrer kleinen Flaschen;
jejich malé láhve (3.p.);ihren kleinen Flaschen;
nějaké malé láhve (4.p.);kleine Flaschen;
žádné malé láhve (1.p.);keine kleinen Flaschen;
moje malé láhve (2.p.);meiner kleinen Flaschen;
tvoje malé láhve (3.p.);deinen kleinen Flaschen;
její malé láhve (4.p.);ihre kleinen Flaschen;
toto červené jablko (1.p.);dieser rote Apfel;
toto červené jablko (2.p.);dieses roten Apfels;"""Apfel"" končí na nepřízvučné ""-el"" takže genitiv singuláru přibírá pouze ""-s"""
toto červené jablko (3.p.);diesem roten Apfel;
toto červené jablko (4.p.);diesen roten Apfel;
některé velké jablko (1.p.);mancher große Apfel;
některé velké jablko (2.p.);manches großen Apfels;"genitiv ""Apfel"" je ""Apfels"" ne ""Apfeles"""
některé velké jablko (3.p.);manchem großen Apfel;
některé velké jablko (4.p.);manchen großen Apfel;
každé černé jablko (1.p.);jeder schwarze Apfel;
každé černé jablko (2.p.);jedes schwarzen Apfels;"""-el"" zakončená slova nepřibírají ""-es"" jen ""-s"""
každé černé jablko (3.p.);jedem schwarzen Apfel;
každé černé jablko (4.p.);jeden schwarzen Apfel;
tyto dobrá jablka (1.p.);diese guten Äpfel;
tyto dobrá jablka (2.p.);dieser guten Äpfel;
tyto dobrá jablka (3.p.);diesen guten Äpfeln;
tyto dobrá jablka (4.p.);diese guten Äpfel;
některá malá jablka (1.p.);manche kleinen Äpfel;
některá malá jablka (2.p.);mancher kleinen Äpfel;
některá malá jablka (3.p.);manchen kleinen Äpfeln;
některá malá jablka (4.p.);manche kleinen Äpfel;
všechna červená jablka (1.p.);alle roten Äpfel;
všechna červená jablka (2.p.);aller roten Äpfel;
všechna červená jablka (3.p.);allen roten Äpfeln;
všechna červená jablka (4.p.);alle roten Äpfel;
její milý lékař (1.p.);ihr netter Arzt;
jeho milý lékař (2.p.);seines netten Arztes;
náš milý lékař (3.p.);unserem netten Arzt;
váš (vykání) milý lékař (4.p.);Ihren netten Arzt;
váš (tykání) starý lékař (1.p.);euer alter Arzt;
jejich starý lékař (2.p.);ihres alten Arztes;
jejich starý lékař (3.p.);ihrem alten Arzt;
jejich starý lékař (4.p.);ihren alten Arzt;
nějaký malý lékař (1.p.);ein kleiner Arzt;
žádný malý lékař (2.p.);keines kleinen Arztes;
můj malý lékař (3.p.);meinem kleinen Arzt;
tvůj malý lékař (4.p.);deinen kleinen Arzt;
její dobří lékaři (1.p.);ihre guten Ärzte;
tvoji dobří lékaři (2.p.);deiner guten Ärzte;
jeho dobří lékaři (3.p.);seinen guten Ärzten;
naši dobří lékaři (4.p.);unsere guten Ärzte;
vaši (tykání) milý lékaři (1.p.);eure netten Ärzte;
vaši (vykání) milý lékaři (2.p.);Ihrer netten Ärzte;
jeho milý lékaři (3.p.);seinen netten Ärzten;
nějací milý lékaři (4.p.);nette Ärzte;
žádní staří lékaři (1.p.);keine alten Ärzte;
žádní staří lékaři (2.p.);keiner alten Ärzte;
žádní staří lékaři (3.p.);keinen alten Ärzten;
žádní staří lékaři (4.p.);keine alten Ärzte;
